ID;Prix;IDsupermarket;is_available
25758;0.99;1;1
62162;1.3;1;0
59556;1.33;1;1
59553;1.28;1;1
179940;2.04;1;1
179956;1.99;1;1
36268;0.86;1;1
36270;0.88;1;1
33595;1.1;1;0
33600;1.18;1;0
97;0.71;1;1
4684;0.84;1;0
19633;0.78;1;1
19635;0.73;1;1
6105;0.86;1;0
6486;0.86;1;1
25425;0.82;1;0
6344;0.59;1;1
9183;0.51;1;1
27127;0.7;1;1
6519;0.73;1;1
6455;0.49;1;1
125220;0.69;1;1
18669;0.88;1;1
5293;0.9;1;1
6457;0.95;1;1
23438;0.71;1;0
42847;1.71;1;0
8413;1.45;1;1
68844;0.63;1;1
26877;0.69;1;1
8419;0.7;1;1
30930;2.12;1;1
62505;0.87;1;0
31082;3.03;1;0
7780;3.16;1;1
5063;0.7;1;1
113;0.64;1;0
45673;1.77;1;1
3754;0.88;1;0
126155;2.15;1;1
43004;1.95;1;1
2969;1.3;1;1
50029;1.59;1;1
96289;2.19;1;1
10398;0.93;1;1
19296;1.06;1;1
19298;1.4;1;1
62746;2.1;1;1
42977;2.75;1;1
68996;2.52;1;1
156171;2.93;1;1
107140;2.9;1;1
101715;2.88;1;1
101716;2.53;1;1
101720;2.88;1;1
101723;2.49;1;1
101722;2.86;1;1
178126;2.85;1;1
166268;2.46;1;1
20060;1.42;1;1
59350;2.59;1;1
150735;4.37;1;1
122822;1.9;1;1
122798;1.5;1;1
147;0.95;1;1
1909;1.16;1;1
8535;0.81;1;1
33885;1.11;1;0
42461;1.84;1;1
42459;1.39;1;0
109548;2.73;1;1
5054;0.89;1;1
25764;1.6;1;1
42454;2.76;1;1
19505;1.8;1;1
21584;1.45;1;1
1903;2.09;1;1
44168;1.59;1;1
78732;2.36;1;1
44172;0.89;1;1
19308;1.19;1;1
3010;1.49;1;1
3011;1.29;1;1
21326;1.69;1;1
155717;2.44;1;0
150733;4.22;1;1
150732;4.0;1;1
36919;2.43;1;1
15591;2.41;1;1
98098;0.99;1;1
98253;0.9;1;1
1336;0.68;1;1
98252;0.91;1;1
95977;1.23;1;1
1335;1.23;1;1
95978;1.23;1;1
95975;1.23;1;1
21612;0.78;1;1
43621;1.08;1;1
100823;1.19;1;1
115013;1.53;1;1
195983;2.39;1;0
195982;2.39;1;1
195981;2.39;1;1
195980;2.39;1;1
130637;2.42;1;1
152356;2.45;1;1
179087;1.87;1;1
179669;3.77;1;1
179088;1.98;1;1
163837;2.45;1;1
197492;1.81;1;1
197493;1.82;1;1
48125;1.58;1;1
30402;1.4;1;1
6406;1.34;1;1
52635;1.55;1;0
20907;3.59;1;1
101825;4.07;1;0
107884;5.67;1;1
186294;6.99;1;1
179037;10.39;1;1
186287;8.48;1;1
186286;6.72;1;1
186269;6.86;1;1
186284;5.13;1;1
155518;13.65;1;1
179060;6.63;1;1
180593;7.83;1;1
35396;6.78;1;1
28909;6.35;1;1
109748;9.67;1;1
87175;6.72;1;1
34638;7.25;1;1
186951;9.0;1;1
187945;11.7;1;1
187936;11.69;1;1
187943;13.78;1;1
187938;11.7;1;1
92818;5.46;1;1
44980;4.69;1;1
104067;6.63;1;0
65907;6.63;1;0
12588;2.6;1;0
16996;1.12;1;1
14170;2.49;1;1
14131;1.18;1;1
15954;3.42;1;1
46592;2.98;1;1
85441;4.96;1;1
28809;0.99;1;1
38949;0.99;1;1
179421;1.53;1;1
168150;1.46;1;1
104095;2.14;1;1
24977;1.76;1;1
28857;1.31;1;1
9689;1.8;1;1
2200;1.6;1;1
69215;2.19;1;1
39508;1.19;1;0
8865;0.93;1;1
50211;2.75;1;1
24500;1.45;1;1
39009;1.32;1;1
22116;1.12;1;1
39509;1.8;1;1
38725;1.99;1;1
17090;1.74;1;1
81557;1.31;1;1
3020;1.72;1;0
81558;1.81;1;1
187198;2.13;1;0
109579;2.47;1;0
86586;1.4;1;1
187199;2.29;1;1
14344;1.79;1;1
39182;2.22;1;1
124670;1.85;1;0
103479;1.76;1;0
88548;1.99;1;0
94748;2.63;1;1
100725;1.5;1;1
21572;1.52;1;1
1873;1.16;1;1
23410;1.2;1;1
33887;1.75;1;1
3200;0.99;1;1
23411;1.75;1;1
32724;1.55;1;1
148075;0.79;1;1
46980;2.98;1;1
163129;3.14;1;1
163130;3.28;1;0
12584;1.66;1;1
40140;2.05;1;1
3871;1.84;1;1
23794;1.74;1;1
113110;1.62;1;0
43197;1.94;1;1
81371;1.44;1;1
143345;2.49;1;1
384;1.26;1;0
382;1.19;1;1
39498;1.54;1;0
143344;1.99;1;1
13503;1.91;1;1
8504;2.28;1;0
40135;1.19;1;1
8424;1.9;1;1
33914;2.72;1;1
3964;2.46;1;1
376;1.44;1;1
31133;1.25;1;1
41492;1.57;1;1
379;1.5;1;1
375;1.53;1;1
45351;1.96;1;0
48809;4.11;1;1
45354;2.34;1;1
45353;2.18;1;1
48807;2.34;1;1
45341;2.62;1;1
44171;2.15;1;1
3373;1.69;1;1
44183;2.46;1;1
100790;6.06;1;1
62094;2.42;1;1
50004;5.72;1;1
44185;5.17;1;1
40518;5.39;1;1
186763;3.49;1;1
34183;3.65;1;1
105178;3.69;1;1
28827;3.29;1;1
79528;1.07;1;1
42429;0.59;1;0
6521;1.19;1;1
23412;1.59;1;0
185279;1.29;1;1
3960;1.79;1;1
42;0.83;1;1
31166;1.25;1;1
7127;2.53;1;1
44166;3.34;1;1
185281;2.84;1;1
14075;1.69;1;1
5385;0.87;1;1
45243;1.02;1;1
16430;2.35;1;1
107653;1.99;1;1
68737;1.08;1;1
15145;2.39;1;0
10767;1.2;1;0
44741;2.19;1;1
16171;2.34;1;1
13701;1.63;1;1
40420;2.85;1;1
8324;3.43;1;0
44181;3.17;1;1
50018;3.35;1;1
43396;1.79;1;1
43403;1.79;1;1
43394;1.79;1;0
43398;1.79;1;0
46470;1.87;1;1
48123;2.38;1;1
46471;1.9;1;1
44861;2.3;1;1
41467;2.3;1;1
40403;2.62;1;1
26223;2.31;1;1
42449;2.42;1;0
41625;4.58;1;1
81278;3.29;1;1
10217;1.49;1;1
22141;1.97;1;1
3217;1.47;1;0
218;2.43;1;0
26077;4.11;1;1
7784;2.32;1;1
7568;3.41;1;1
12014;3.25;1;1
13698;1.3;1;1
19138;1.79;1;1
11308;1.95;1;0
38524;1.72;1;1
225;1.82;1;1
220;2.36;1;1
5952;2.48;1;1
6070;1.5;1;1
6069;0.94;1;1
33893;0.99;1;1
16436;0.99;1;1
6068;0.89;1;1
45192;1.99;1;1
31116;1.98;1;1
114152;2.09;1;1
7646;2.25;1;1
6058;2.26;1;1
16438;1.84;1;1
68868;2.24;1;1
6046;2.7;1;1
6075;2.99;1;0
85384;4.3;1;0
23797;2.77;1;1
58141;2.21;1;0
91557;1.28;1;0
45261;1.31;1;0
45197;1.57;1;1
45278;1.45;1;0
19146;1.31;1;0
45202;2.5;1;1
98475;1.5;1;0
91554;1.38;1;0
182912;1.96;1;1
182910;2.0;1;1
45198;1.62;1;1
45157;1.31;1;1
45291;2.55;1;1
45252;2.37;1;1
90056;2.8;1;1
45191;2.6;1;1
45212;2.35;1;1
90058;2.8;1;1
45170;2.11;1;1
59251;2.7;1;1
75266;2.65;1;1
203596;4.19;1;1
6038;2.93;1;1
2939;1.39;1;0
7769;1.41;1;0
7762;1.49;1;0
79021;1.92;1;1
81876;1.43;1;0
19684;1.81;1;0
48788;1.91;1;1
96060;3.47;1;0
96429;3.66;1;0
79790;3.59;1;1
134787;3.98;1;1
16431;4.75;1;1
7598;4.26;1;1
6049;3.44;1;1
125792;2.57;1;1
198522;2.01;1;0
39388;2.17;1;0
179961;2.75;1;1
7599;2.63;1;1
62045;3.99;1;0
121190;2.95;1;1
58602;2.47;1;1
180206;3.78;1;1
45213;3.05;1;1
129049;3.11;1;1
99547;1.92;1;1
45290;3.24;1;1
45289;2.35;1;1
155129;2.23;1;1
7600;2.55;1;1
204045;1.7;1;1
56571;1.74;1;1
43000;2.12;1;1
50088;2.53;1;1
46049;2.49;1;1
99555;1.7;1;1
6050;2.59;1;1
99967;2.3;1;1
100597;2.65;1;1
100600;1.99;1;1
100590;3.5;1;1
61976;3.82;1;0
100592;2.39;1;1
14081;2.17;1;0
6037;2.89;1;0
16492;3.05;1;1
96440;8.98;1;1
29493;2.37;1;1
6063;2.6;1;1
10788;1.49;1;0
24162;3.44;1;1
107789;3.62;1;0
56418;1.89;1;0
6039;2.99;1;1
86724;6.99;1;0
59314;7.34;1;1
81323;9.06;1;1
107782;11.89;1;0
45231;4.03;1;1
6067;6.59;1;0
7640;4.99;1;1
19152;8.04;1;1
10787;3.63;1;1
23499;4.39;1;1
59249;3.87;1;1
134773;1.64;1;1
76221;1.25;1;0
52540;1.85;1;1
52539;2.85;1;0
7294;3.79;1;1
80630;1.99;1;1
48846;1.02;1;1
7563;1.48;1;1
45372;1.28;1;1
50735;1.87;1;1
113579;1.99;1;1
33304;1.61;1;1
59291;2.59;1;1
59296;1.74;1;1
6048;1.55;1;0
59293;1.59;1;1
6035;1.5;1;1
6054;2.09;1;1
89424;1.9;1;1
93776;3.3;1;1
93790;3.3;1;1
67651;1.99;1;1
71450;2.99;1;0
67654;1.99;1;1
71441;2.55;1;0
71436;1.85;1;1
71454;2.01;1;1
71443;1.65;1;1
23500;1.53;1;1
110678;1.5;1;1
34175;2.11;1;1
45168;1.98;1;1
34176;2.18;1;1
45169;2.27;1;1
35018;1.82;1;1
5125;1.11;1;0
19408;2.2;1;1
44884;1.99;1;1
44885;2.99;1;1
186946;1.98;1;0
67421;3.37;1;1
176724;5.8;1;1
23177;2.49;1;1
23176;2.8;1;1
104090;1.85;1;1
198528;1.85;1;1
198525;2.55;1;1
198527;1.61;1;1
198526;1.6;1;1
75421;0.92;1;0
103032;2.29;1;1
364;1.65;1;1
19432;1.66;1;0
42428;2.11;1;1
50688;4.12;1;1
25860;2.68;1;1
45270;2.6;1;1
71491;3.09;1;1
50689;2.13;1;1
35160;4.08;1;1
363;1.3;1;1
38812;1.53;1;1
43218;2.99;1;1
167860;1.91;1;0
19119;1.86;1;1
60192;2.03;1;1
60015;2.43;1;1
159944;2.83;1;1
129933;2.59;1;0
129934;2.59;1;1
101478;2.18;1;1
137772;2.39;1;1
162175;2.51;1;1
178354;4.35;1;1
361;1.65;1;1
22803;2.18;1;1
78717;1.29;1;1
135456;2.56;1;1
135454;3.57;1;0
66266;2.44;1;1
62146;1.99;1;1
1928;4.47;1;1
53776;2.81;1;0
113680;3.29;1;1
60029;2.15;1;1
115046;2.73;1;1
3028;2.1;1;1
135459;3.07;1;1
3014;2.39;1;1
362;1.65;1;1
155303;2.4;1;1
3029;2.87;1;1
24847;2.48;1;1
58463;2.3;1;1
55254;2.58;1;1
50717;2.79;1;1
5909;2.01;1;1
15525;2.49;1;1
135371;4.75;1;1
34694;2.29;1;1
34693;2.36;1;1
179437;2.29;1;1
196179;2.99;1;1
179431;2.16;1;0
179443;2.33;1;0
179433;2.3;1;1
179440;2.74;1;1
179432;2.3;1;1
180196;2.72;1;1
104114;2.53;1;1
104115;3.51;1;1
104062;2.54;1;1
104113;3.77;1;1
123491;2.23;1;1
123492;3.86;1;1
47592;2.21;1;1
145556;4.0;1;0
55786;2.09;1;1
26258;2.48;1;0
40313;2.04;1;1
30905;2.1;1;1
38724;3.5;1;1
23226;2.04;1;1
6837;2.98;1;0
3148;1.71;1;1
10929;0.73;1;1
42063;2.25;1;1
60175;4.23;1;0
44578;2.29;1;1
54471;1.8;1;1
58119;1.72;1;1
203045;1.49;1;0
8397;2.93;1;0
60174;3.47;1;1
50673;3.69;1;1
25709;3.63;1;1
53820;3.82;1;1
367;2.35;1;1
50682;2.84;1;1
50683;2.53;1;1
50674;3.53;1;1
3093;1.48;1;1
322;2.9;1;1
46981;3.27;1;1
10766;1.55;1;1
35230;5.39;1;1
51318;4.99;1;1
46472;5.59;1;1
369;1.74;1;1
19604;1.88;1;1
73785;1.94;1;1
31107;1.99;1;1
137437;2.48;1;1
136445;2.49;1;0
178948;2.39;1;1
54386;1.21;1;1
13506;4.59;1;1
9181;2.78;1;0
152869;2.65;1;0
85678;2.67;1;0
156423;5.99;1;1
32809;5.39;1;0
32393;5.39;1;0
151940;4.65;1;1
26569;8.99;1;0
26570;9.89;1;0
126816;4.04;1;0
126817;4.59;1;1
84784;4.39;1;0
84789;4.3;1;0
13637;3.5;1;0
126814;4.1;1;1
84785;2.45;1;0
84791;2.62;1;1
4028;4.01;1;1
4026;3.86;1;1
147201;3.49;1;0
147192;3.71;1;0
147190;9.59;1;1
147189;10.34;1;1
34186;6.76;1;1
31242;5.31;1;1
184243;5.49;1;1
12752;6.7;1;1
3874;6.7;1;0
4555;5.27;1;1
13636;5.12;1;1
83181;5.79;1;0
34198;3.99;1;0
34199;3.95;1;0
122059;5.09;1;1
21569;5.75;1;0
27998;5.54;1;0
147186;5.65;1;0
147196;5.21;1;0
32804;8.69;1;0
34188;10.9;1;1
34189;10.9;1;1
122055;10.99;1;0
32902;3.49;1;0
32901;3.39;1;0
103945;4.06;1;1
29718;4.25;1;0
29729;3.9;1;1
5005;7.57;1;1
29724;3.99;1;0
15451;3.9;1;0
15452;8.79;1;1
14536;5.09;1;1
160439;5.99;1;0
35006;5.29;1;0
58689;5.2;1;0
7694;4.1;1;1
1125;1.95;1;1
82433;3.43;1;1
56953;1.77;1;0
63971;4.53;1;1
93788;2.17;1;1
63973;7.99;1;0
8000;2.19;1;0
31029;2.35;1;0
88450;2.62;1;0
35022;4.44;1;1
4996;2.27;1;0
6240;7.44;1;1
67305;6.93;1;1
60151;5.65;1;1
23827;6.25;1;1
1127;1.76;1;1
12729;2.08;1;0
1126;1.68;1;1
1133;1.98;1;0
1134;2.24;1;1
34999;2.27;1;1
85532;5.71;1;1
83227;1.9;1;1
9598;2.37;1;1
24083;6.25;1;1
5000;2.47;1;1
24028;5.96;1;1
90662;5.04;1;0
1117;2.4;1;1
1118;2.4;1;1
34241;2.4;1;1
3823;5.27;1;1
63523;5.4;1;1
8741;3.2;1;1
159708;4.9;1;1
112007;3.29;1;1
109073;3.29;1;1
157982;3.16;1;0
86725;3.01;1;0
1942;4.49;1;1
24495;4.27;1;0
86565;3.39;1;1
86567;1.77;1;1
165720;4.92;1;1
165717;4.92;1;0
165721;4.95;1;1
185443;0.93;1;1
34813;0.88;1;1
175603;1.67;1;1
180061;1.33;1;1
175572;1.09;1;1
187451;1.38;1;0
187453;4.99;1;1
47534;3.62;1;1
44449;1.5;1;1
44450;2.11;1;1
432;1.5;1;1
433;1.56;1;1
427;1.64;1;1
3139;1.71;1;1
426;1.41;1;1
425;1.61;1;1
136956;1.98;1;1
132562;2.9;1;1
113416;2.9;1;1
42642;3.67;1;1
47535;5.4;1;1
97671;5.87;1;1
180432;2.25;1;0
111428;3.01;1;1
91231;2.82;1;1
60930;2.1;1;1
60931;2.6;1;1
39511;2.59;1;1
39517;2.43;1;1
86658;2.6;1;1
97667;2.7;1;0
97673;2.58;1;1
179972;3.2;1;1
146422;2.63;1;0
179970;2.62;1;1
179969;2.65;1;1
146425;2.63;1;0
146426;2.63;1;0
7578;2.7;1;1
102661;2.51;1;1
19112;2.55;1;1
184033;2.74;1;1
45355;2.32;1;0
68735;2.36;1;1
111464;2.4;1;1
99870;4.15;1;1
428;1.71;1;1
52951;4.07;1;1
24163;1.54;1;1
1939;0.93;1;1
37467;0.94;1;1
8178;0.88;1;0
12380;1.61;1;1
435;1.0;1;1
26725;0.94;1;1
12917;1.72;1;1
12916;1.73;1;1
23198;1.38;1;1
441;1.16;1;1
42451;1.73;1;1
137441;4.7;1;1
185000;2.49;1;0
184996;2.49;1;0
184997;2.49;1;1
184999;2.49;1;1
66361;2.31;1;1
39506;2.08;1;1
86666;2.61;1;1
99968;2.57;1;1
39528;1.81;1;1
168136;2.74;1;1
115162;2.73;1;1
115160;2.59;1;1
91840;2.83;1;1
102889;2.95;1;1
91842;2.85;1;1
115163;3.09;1;1
203601;2.69;1;1
203599;2.59;1;1
203598;2.69;1;1
146421;2.79;1;1
146418;2.63;1;1
146419;2.63;1;1
146417;2.63;1;1
146412;2.63;1;1
147464;2.63;1;1
19356;2.22;1;1
48870;2.8;1;1
146414;3.13;1;1
147465;3.05;1;1
146415;2.73;1;1
146413;2.63;1;1
103300;2.76;1;1
7573;2.77;1;1
125778;2.81;1;1
35025;2.31;1;1
7574;2.8;1;1
45254;2.36;1;0
45253;2.53;1;0
45255;2.07;1;0
115133;1.43;1;1
12344;1.66;1;1
93828;2.52;1;1
93830;2.26;1;1
93829;2.17;1;1
78402;2.56;1;1
78398;2.51;1;1
126350;3.19;1;1
48839;1.4;1;1
444;2.46;1;1
7460;1.98;1;1
166752;4.79;1;1
187194;7.57;1;0
187195;7.57;1;0
187196;7.57;1;0
186954;15.95;1;0
187279;15.95;1;1
187278;15.95;1;0
186953;15.95;1;1
186928;15.87;1;0
195723;13.4;1;1
183864;10.49;1;1
159211;9.14;1;1
148293;7.77;1;0
160430;5.99;1;0
160429;4.47;1;0
164603;3.99;1;1
130334;4.75;1;0
133044;3.05;1;1
158522;2.51;1;0
206617;7.09;1;1
207043;9.15;1;1
48455;7.64;1;0
169449;6.66;1;1
188147;7.1;1;0
194488;9.9;1;1
194490;11.15;1;1
188150;7.1;1;1
186925;9.83;1;0
187966;9.83;1;0
186927;9.83;1;0
187967;9.83;1;0
197669;10.9;1;0
197678;10.37;1;1
84137;12.47;1;1
84117;9.79;1;1
197693;10.81;1;1
194744;6.89;1;1
187977;11.9;1;0
171722;8.86;1;0
46837;14.17;1;1
1309;1.71;1;1
86451;1.68;1;1
194743;7.16;1;1
194742;6.93;1;1
2619;6.48;1;0
77335;1.79;1;0
60736;1.88;1;0
12939;9.9;1;1
22209;8.16;1;1
60142;11.88;1;0
22208;6.48;1;1
16429;3.34;1;0
3000;2.07;1;1
94853;1.95;1;1
12152;2.86;1;1
60132;3.16;1;1
114177;4.98;1;1
114135;3.03;1;1
60117;3.07;1;1
80114;13.49;1;1
3040;2.75;1;1
3041;2.86;1;1
28755;3.43;1;0
23781;2.97;1;0
115554;2.94;1;0
71531;2.54;1;1
6073;1.19;1;1
22653;1.73;1;1
23943;2.29;1;1
30054;2.11;1;1
66757;0.95;1;0
45145;1.03;1;0
88661;3.19;1;0
17158;1.15;1;1
57011;3.21;1;0
23779;2.39;1;1
65931;2.57;1;1
65930;2.58;1;1
60138;2.79;1;0
137762;2.97;1;0
35822;2.62;1;1
90905;2.69;1;1
86757;3.08;1;1
86940;4.38;1;1
32352;1.99;1;1
12741;1.55;1;1
86944;2.89;1;1
86947;1.51;1;0
6078;1.5;1;1
62305;1.18;1;1
10641;0.92;1;1
20010;2.74;1;0
71528;2.82;1;1
57080;1.79;1;0
14904;1.94;1;1
75988;2.15;1;1
33217;2.64;1;0
35838;1.32;1;1
150444;1.48;1;0
37457;1.31;1;1
57435;2.53;1;1
35837;2.3;1;0
19719;1.18;1;0
71519;1.45;1;1
151936;1.89;1;1
16025;1.39;1;1
146330;2.99;1;1
16026;1.45;1;1
19906;4.59;1;1
63512;1.81;1;1
62333;1.89;1;1
62335;1.89;1;1
82309;1.89;1;1
91809;1.33;1;0
16490;1.28;1;1
162187;3.39;1;1
106971;3.03;1;0
90113;3.22;1;1
95672;3.65;1;0
100539;2.17;1;1
40787;1.85;1;1
30587;1.65;1;1
19924;1.65;1;1
37283;1.65;1;1
37284;2.94;1;0
144958;1.65;1;0
93070;1.29;1;1
60128;2.19;1;1
68010;1.53;1;1
68012;1.53;1;0
68011;1.53;1;0
141949;1.98;1;1
75630;1.6;1;0
75629;1.6;1;0
17938;1.6;1;1
48048;2.29;1;1
14278;1.59;1;0
79391;2.49;1;1
60140;1.38;1;1
58200;1.42;1;0
58198;1.43;1;0
16435;1.27;1;1
16434;2.97;1;1
78970;3.54;1;1
99045;3.36;1;0
31023;3.01;1;0
52961;2.34;1;0
66977;3.39;1;0
59487;5.75;1;1
110083;2.55;1;1
16432;2.06;1;0
16433;1.69;1;1
25393;1.77;1;0
96946;2.98;1;1
136565;3.2;1;0
136366;3.5;1;1
148718;1.62;1;0
148720;1.62;1;0
58210;1.43;1;1
90627;1.17;1;0
29764;1.81;1;0
153165;4.72;1;1
69291;5.15;1;0
122231;4.76;1;1
20665;4.6;1;1
57627;3.41;1;1
71629;2.34;1;1
68986;1.46;1;0
22804;0.88;1;1
22805;1.29;1;1
42298;1.6;1;0
110009;1.77;1;1
45244;2.29;1;0
42563;1.79;1;0
45149;2.66;1;1
89863;2.18;1;1
10408;1.88;1;1
45147;2.77;1;1
45140;2.35;1;1
101670;2.59;1;1
1920;1.8;1;1
52206;2.39;1;1
168142;2.19;1;1
52208;2.6;1;1
15095;2.92;1;1
152505;1.89;1;1
31301;9.67;1;1
44770;6.39;1;1
30186;8.22;1;1
30185;6.74;1;0
43049;6.29;1;1
33097;7.9;1;1
33098;4.73;1;0
44745;6.8;1;1
25051;6.8;1;0
82099;8.8;1;1
168990;6.46;1;1
168993;8.14;1;1
82281;6.4;1;1
41990;12.85;1;0
1185;11.96;1;1
1186;10.5;1;1
49865;13.68;1;0
1187;8.02;1;1
58704;5.43;1;0
27379;10.49;1;0
21580;10.82;1;1
21581;9.46;1;1
41335;9.72;1;1
37514;5.52;1;1
73638;5.45;1;1
19660;4.21;1;1
30053;3.99;1;1
168992;2.19;1;1
20684;4.1;1;1
47843;6.1;1;0
56831;5.81;1;1
27382;3.84;1;0
27377;4.72;1;1
49267;3.61;1;1
49269;3.05;1;1
159548;3.13;1;0
14336;11.14;1;1
1192;2.74;1;0
86779;3.25;1;0
8191;3.8;1;1
3633;8.59;1;1
3630;3.09;1;1
27523;2.74;1;1
3785;5.9;1;0
3787;7.4;1;1
129560;12.49;1;0
16043;4.05;1;1
71351;4.82;1;0
1194;4.1;1;1
16020;11.19;1;1
17767;8.49;1;1
36267;17.15;1;1
98422;7.99;1;1
169006;3.99;1;1
159220;10.8;1;1
159218;9.05;1;0
113711;13.24;1;1
118766;8.75;1;1
19542;11.84;1;1
58122;3.2;1;1
23884;3.98;1;0
133121;3.41;1;0
17845;4.9;1;0
20376;3.63;1;1
26014;5.44;1;1
1196;5.49;1;1
3784;5.14;1;1
14494;7.1;1;1
64630;7.07;1;1
34992;3.85;1;1
64462;4.9;1;1
80703;8.35;1;1
80705;6.26;1;1
3260;15.45;1;1
49268;3.15;1;1
1193;2.99;1;0
174932;4.61;1;1
56845;3.93;1;1
82741;3.73;1;1
3794;3.08;1;1
3786;7.35;1;1
67984;7.62;1;1
21017;4.2;1;1
123029;3.47;1;1
3795;4.38;1;1
32707;6.75;1;1
21592;6.74;1;1
8217;6.15;1;1
3796;1.7;1;1
82739;3.45;1;1
1191;3.09;1;1
68399;5.58;1;1
91812;2.52;1;0
54523;2.59;1;1
117648;2.39;1;1
60053;3.07;1;1
122687;4.37;1;1
64892;2.24;1;1
115689;3.08;1;0
64889;3.02;1;0
64890;3.32;1;0
110123;4.0;1;1
64893;2.27;1;0
60068;3.79;1;1
58214;2.24;1;1
78937;2.46;1;1
197710;2.15;1;1
160134;2.37;1;1
9262;1.73;1;1
31920;2.04;1;0
35815;2.12;1;1
38298;3.42;1;1
88417;5.28;1;1
135201;2.35;1;1
64278;3.99;1;0
60637;3.68;1;1
35816;2.11;1;1
38297;3.56;1;1
88396;2.63;1;1
35817;3.84;1;1
66967;3.76;1;1
88062;1.85;1;0
6514;1.45;1;1
5869;1.29;1;0
54372;1.63;1;1
130830;2.1;1;1
93600;2.03;1;1
95815;2.09;1;1
95817;2.03;1;1
111921;2.25;1;1
101288;2.72;1;1
94635;2.66;1;1
43309;2.25;1;1
44865;1.63;1;1
2988;1.65;1;1
26733;3.11;1;1
43308;1.62;1;1
50082;1.76;1;1
66751;1.88;1;1
5387;1.4;1;1
51979;1.7;1;1
66755;1.85;1;1
66752;1.61;1;1
90697;1.75;1;1
89094;2.25;1;1
125919;3.19;1;1
89090;1.91;1;1
60165;2.31;1;1
89093;2.38;1;1
87849;2.29;1;1
186053;3.65;1;1
45001;1.99;1;1
44900;1.35;1;1
33889;0.99;1;0
15048;2.11;1;0
24976;1.33;1;1
45259;3.92;1;1
13770;2.7;1;1
96959;2.95;1;1
29151;4.85;1;1
4241;3.99;1;1
4243;5.32;1;1
10086;1.79;1;1
54956;4.85;1;0
2075;16.99;1;1
32320;20.99;1;1
16803;23.72;1;1
179374;29.15;1;1
26646;22.73;1;1
63284;30.96;1;1
55065;25.53;1;1
88451;20.79;1;1
115445;19.99;1;1
58921;18.9;1;1
6843;21.07;1;0
81563;24.3;1;1
2074;16.99;1;1
2073;20.49;1;1
63847;23.9;1;0
39232;28.2;1;1
182107;6.1;1;1
5362;4.53;1;1
81272;1.65;1;1
81277;1.65;1;1
109287;4.04;1;1
12397;2.89;1;1
112662;4.99;1;1
25587;4.83;1;1
23271;2.72;1;1
11880;5.99;1;1
16783;4.34;1;1
5515;2.55;1;1
6355;5.3;1;1
17445;4.34;1;1
11881;5.99;1;1
10720;4.59;1;1
48007;4.83;1;1
116227;5.19;1;1
34519;4.17;1;1
54540;6.82;1;1
11292;6.56;1;1
2082;5.95;1;1
15016;7.6;1;1
29370;4.9;1;0
55766;7.17;1;1
23158;7.6;1;1
63287;7.52;1;1
71469;4.99;1;1
43924;7.46;1;1
86071;6.23;1;1
